0, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
1, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
2, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
3, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
4, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
5, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
6, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
7, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
8, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
9, 220, 3.427273, 0.7386405, 0.7572835, 16.17273, 0.723591, 17.47834
10, 221, 3.434389, 0.7389625, 0.7574974, 16.16742, 0.723591, 17.4769
11, 227, 3.453744, 0.7397743, 0.7551027, 16.06608, 0.7257236, 17.44585
12, 232, 3.465517, 0.7383406, 0.7556293, 16, 0.726505, 17.42609
13, 234, 3.461539, 0.7365751, 0.7554833, 16.04701, 0.7266739, 17.43041
14, 242, 3.46281, 0.7357446, 0.7548476, 15.8595, 0.729295, 17.44247
15, 255, 3.485894, 0.7363691, 0.7580439, 15.78138, 0.7317345, 17.47305
16, 270, 3.507048, 0.7355208, 0.7574213, 15.66947, 0.73557, 17.50108
17, 279, 3.519366, 0.7358632, 0.7549677, 15.6658, 0.739291, 17.51307
18, 287, 3.553038, 0.7356802, 0.7533157, 15.72738, 0.7430267, 17.47125
19, 291, 3.566055, 0.7342728, 0.7516313, 15.74487, 0.7478045, 17.55345
20, 300, 3.569084, 0.7354696, 0.7523744, 15.64839, 0.7472898, 17.5912
21, 308, 3.541316, 0.7360296, 0.7529964, 15.62505, 0.7466095, 17.63093
22, 313, 3.529474, 0.7371718, 0.754769, 15.52242, 0.7412089, 17.61662
23, 315, 3.519763, 0.7363997, 0.7554521, 15.45561, 0.7428933, 17.56418
24, 321, 3.531854, 0.7356685, 0.7541192, 15.44567, 0.7385629, 17.52099
25, 327, 3.555735, 0.7349084, 0.7551734, 15.4324, 0.7352661, 17.49989
26, 317, 3.563802, 0.7355454, 0.7547723, 15.29463, 0.7348565, 17.45608
27, 313, 3.561422, 0.7357508, 0.7577373, 15.32076, 0.7341078, 17.53519
28, 300, 3.599084, 0.7334731, 0.7625649, 15.26132, 0.7275263, 17.58559
29, 290, 3.589042, 0.7343818, 0.7666965, 15.12406, 0.7200314, 17.57478
30, 288, 3.557324, 0.7350395, 0.7699603, 14.89228, 0.7237687, 17.55113
31, 288, 3.553851, 0.738512, 0.7712881, 14.90551, 0.7263955, 17.45714
32, 275, 3.510943, 0.7389312, 0.7706794, 14.68792, 0.7221926, 17.32951
33, 273, 3.500034, 0.7403495, 0.7690609, 14.66233, 0.7187307, 17.23046
34, 271, 3.481584, 0.7406614, 0.7720846, 14.60818, 0.717438, 17.2082
35, 263, 3.541015, 0.7418207, 0.7686706, 14.63808, 0.721476, 17.23692
36, 264, 3.527602, 0.744567, 0.7680314, 14.86743, 0.7210281, 17.12132
37, 259, 3.530862, 0.7458509, 0.7664796, 14.77221, 0.7231821, 17.11949
38, 247, 3.589041, 0.7403865, 0.766578, 14.73849, 0.7230089, 17.23518
39, 250, 3.673973, 0.7445525, 0.7644857, 14.72819, 0.729728, 17.23874
40, 249, 3.692744, 0.7418339, 0.7691237, 14.48008, 0.743971, 17.23914
41, 257, 3.701753, 0.7408834, 0.7710196, 14.42234, 0.7456943, 17.16603
42, 268, 3.709928, 0.7405804, 0.7757595, 14.47746, 0.7463896, 17.175
43, 277, 3.712133, 0.7392518, 0.7753901, 14.39828, 0.7496667, 17.27867
44, 289, 3.682563, 0.738516, 0.7720962, 14.28401, 0.7452425, 17.18762
45, 301, 3.674408, 0.7359832, 0.7725554, 14.2295, 0.7411022, 17.14496
46, 307, 3.657971, 0.7366434, 0.7727329, 14.24781, 0.7438397, 17.19151
47, 308, 3.674583, 0.7365836, 0.7734178, 14.27757, 0.7468745, 17.20704
48, 314, 3.678068, 0.7355986, 0.7723463, 14.28818, 0.7444524, 17.15953
49, 315, 3.641821, 0.7343113, 0.7756571, 14.24917, 0.7397004, 17.17604
50, 316, 3.642602, 0.7342798, 0.7762998, 14.21242, 0.742232, 17.18686
51, 316, 3.607792, 0.7342818, 0.7760245, 14.35167, 0.7410344, 17.14531
52, 310, 3.622782, 0.7343444, 0.7787258, 14.43912, 0.7391909, 17.14712
53, 299, 3.622282, 0.7315418, 0.7787423, 14.33289, 0.7408939, 17.06505
54, 293, 3.628199, 0.7306545, 0.7792934, 14.19809, 0.7395712, 17.02024
55, 290, 3.602488, 0.7304184, 0.7827496, 13.99894, 0.7387369, 17.01956
56, 282, 3.590842, 0.7297268, 0.7838346, 13.94571, 0.7321041, 17.06565
57, 266, 3.596293, 0.7275977, 0.7840778, 13.80711, 0.7226584, 16.98379
