0, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
1, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
2, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
3, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
4, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
5, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
6, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
7, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
8, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
9, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
10, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
11, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
12, 70, 3.4, 0.6947865, 0.7457657, 15.22857, 0.7083484, 15.36111
13, 76, 3.486842, 0.701973, 0.7369038, 15.30971, 0.7007259, 15.48683
14, 79, 3.506329, 0.7059866, 0.7309945, 15.52579, 0.7057702, 15.58053
15, 80, 3.5125, 0.708468, 0.7291412, 15.46922, 0.7057702, 15.66954
16, 80, 3.5125, 0.708468, 0.7291412, 15.46922, 0.7057702, 15.66954
17, 80, 3.5125, 0.708468, 0.7291412, 15.46922, 0.7057702, 15.66954
18, 84, 3.511905, 0.7022365, 0.7255675, 15.39926, 0.7086635, 15.13616
19, 85, 3.529412, 0.7016578, 0.7254783, 15.3828, 0.7114191, 15.13616
20, 85, 3.529412, 0.7016578, 0.7254783, 15.3828, 0.7114191, 15.13616
21, 88, 3.556818, 0.7011586, 0.7183824, 15.26747, 0.7119573, 14.79857
22, 90, 3.577778, 0.7000661, 0.7138787, 15.19486, 0.7096629, 14.64078
23, 95, 3.578947, 0.7071922, 0.7190467, 15.47934, 0.7171797, 14.90159
24, 101, 3.584158, 0.7198393, 0.7245241, 15.63899, 0.709209, 15.66819
25, 105, 3.619048, 0.7164984, 0.7230908, 15.47179, 0.7053626, 15.56676
26, 107, 3.64486, 0.7138088, 0.7211127, 15.3891, 0.701667, 15.48776
27, 108, 3.657408, 0.712212, 0.7216005, 15.32994, 0.6981136, 15.48776
28, 108, 3.657408, 0.712212, 0.7216005, 15.32994, 0.6981136, 15.48776
29, 107, 3.64486, 0.7124264, 0.7235699, 15.36106, 0.6998216, 15.48776
30, 107, 3.64486, 0.7124264, 0.7235699, 15.36106, 0.6998216, 15.48776
31, 107, 3.64486, 0.7124264, 0.7235699, 15.36106, 0.6998216, 15.48776
32, 107, 3.64486, 0.7124264, 0.7235699, 15.36106, 0.6998216, 15.48776
33, 107, 3.64486, 0.7124264, 0.7235699, 15.36106, 0.6998216, 15.48776
34, 109, 3.633028, 0.7130201, 0.7234675, 15.37278, 0.6998216, 15.2304
35, 110, 3.618182, 0.7138155, 0.7218603, 15.24212, 0.6998216, 15.03755
36, 111, 3.585586, 0.713215, 0.7225587, 15.32102, 0.6996831, 14.9847
